#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Actb	Myc	10090.ENSMUSP00000098066	10090.ENSMUSP00000022971	0	0	0	0	0	0.086	0	0.824	0.832
Actb	Srebf2	10090.ENSMUSP00000098066	10090.ENSMUSP00000023100	0	0	0	0	0.054	0.064	0	0.554	0.571
Actb	Crebbp	10090.ENSMUSP00000098066	10090.ENSMUSP00000023165	0	0	0	0	0.086	0	0	0.607	0.625
Actb	Zfp263	10090.ENSMUSP00000098066	10090.ENSMUSP00000023176	0	0	0	0	0	0.074	0	0.383	0.404
Actb	Prkdc	10090.ENSMUSP00000098066	10090.ENSMUSP00000023352	0	0	0	0	0	0.041	0	0.697	0.697
Actb	Nr1i2	10090.ENSMUSP00000098066	10090.ENSMUSP00000023504	0	0	0	0	0	0.052	0	0.397	0.404
Actb	Hcls1	10090.ENSMUSP00000098066	10090.ENSMUSP00000023531	0	0	0	0	0	0.098	0.900	0.454	0.946
Actb	Runx1	10090.ENSMUSP00000098066	10090.ENSMUSP00000023673	0	0	0	0	0.064	0	0	0.458	0.470
Actb	Ifnar1	10090.ENSMUSP00000098066	10090.ENSMUSP00000023689	0	0	0	0	0	0	0	0.490	0.489
Actb	Wnt1	10090.ENSMUSP00000098066	10090.ENSMUSP00000023734	0	0	0	0	0	0	0	0.482	0.482
Actb	Cd4	10090.ENSMUSP00000098066	10090.ENSMUSP00000024044	0	0	0	0	0	0.073	0	0.744	0.752
Actb	Phf10	10090.ENSMUSP00000098066	10090.ENSMUSP00000024657	0	0	0	0	0.060	0.263	0.800	0.426	0.909
Actb	Tfeb	10090.ENSMUSP00000098066	10090.ENSMUSP00000024786	0	0	0	0	0	0.068	0	0.506	0.520
Actb	Epas1	10090.ENSMUSP00000098066	10090.ENSMUSP00000024954	0	0	0	0	0	0.051	0	0.618	0.622
Actb	Zeb1	10090.ENSMUSP00000098066	10090.ENSMUSP00000025081	0	0	0	0	0	0	0	0.664	0.664
Actb	Tnf	10090.ENSMUSP00000098066	10090.ENSMUSP00000025263	0	0	0	0	0	0.108	0	0.876	0.884
Actb	Pou5f1	10090.ENSMUSP00000098066	10090.ENSMUSP00000025271	0	0	0	0	0	0.064	0	0.716	0.722
Actb	Smad4	10090.ENSMUSP00000098066	10090.ENSMUSP00000025393	0	0	0	0	0.045	0.063	0	0.607	0.617
Actb	Il33	10090.ENSMUSP00000098066	10090.ENSMUSP00000025724	0	0	0	0	0	0	0	0.441	0.441
Actb	Fosl1	10090.ENSMUSP00000098066	10090.ENSMUSP00000025850	0	0	0	0	0.049	0.059	0	0.426	0.442
Actb	Lrp5	10090.ENSMUSP00000098066	10090.ENSMUSP00000025856	0	0	0	0	0	0	0	0.446	0.446
Actb	Smarca2	10090.ENSMUSP00000098066	10090.ENSMUSP00000025862	0	0	0	0	0.052	0.298	0.650	0.496	0.867
Actb	Rela	10090.ENSMUSP00000098066	10090.ENSMUSP00000025867	0	0	0	0	0.058	0.104	0	0.696	0.721
Actb	Chuk	10090.ENSMUSP00000098066	10090.ENSMUSP00000026217	0	0	0	0	0.073	0.080	0	0.674	0.697
Actb	Cdk2	10090.ENSMUSP00000098066	10090.ENSMUSP00000026416	0	0.004	0	0	0.066	0.069	0	0.810	0.821
Actb	Gli1	10090.ENSMUSP00000098066	10090.ENSMUSP00000026474	0	0	0	0	0	0.074	0	0.555	0.570
Actb	Ddit3	10090.ENSMUSP00000098066	10090.ENSMUSP00000026475	0	0	0	0	0.068	0	0	0.612	0.623
Actb	Sirt3	10090.ENSMUSP00000098066	10090.ENSMUSP00000026559	0	0	0	0	0	0.053	0	0.504	0.510
Actb	Irf7	10090.ENSMUSP00000098066	10090.ENSMUSP00000026571	0	0	0	0	0.079	0.086	0	0.498	0.540
Actb	Hras	10090.ENSMUSP00000098066	10090.ENSMUSP00000026572	0	0.001	0	0	0.079	0.074	0	0.719	0.739
Actb	Rptor	10090.ENSMUSP00000098066	10090.ENSMUSP00000026671	0	0	0	0	0	0	0	0.546	0.546
Actb	Il6	10090.ENSMUSP00000098066	10090.ENSMUSP00000026845	0	0	0	0	0	0	0	0.855	0.855
Actb	Sox17	10090.ENSMUSP00000098066	10090.ENSMUSP00000027035	0	0	0	0	0	0	0	0.424	0.424
Actb	Il17a	10090.ENSMUSP00000098066	10090.ENSMUSP00000027061	0	0	0	0	0	0	0	0.690	0.690
Actb	Slc40a1	10090.ENSMUSP00000098066	10090.ENSMUSP00000027137	0	0	0	0	0	0	0	0.400	0.400
Actb	Cd28	10090.ENSMUSP00000098066	10090.ENSMUSP00000027165	0	0	0	0	0	0	0	0.481	0.481
Actb	Ncl	10090.ENSMUSP00000098066	10090.ENSMUSP00000027438	0	0	0	0	0.116	0.192	0	0.493	0.607
Actb	Myog	10090.ENSMUSP00000098066	10090.ENSMUSP00000027730	0	0	0	0	0.056	0	0	0.520	0.527
Actb	Parp1	10090.ENSMUSP00000098066	10090.ENSMUSP00000027777	0	0	0	0	0.047	0	0	0.823	0.824
Actb	Prrx1	10090.ENSMUSP00000098066	10090.ENSMUSP00000027878	0	0	0	0	0.048	0.060	0	0.423	0.439
Actb	Atf3	10090.ENSMUSP00000098066	10090.ENSMUSP00000027941	0	0	0	0	0	0.066	0	0.686	0.694
Actb	Atf6	10090.ENSMUSP00000098066	10090.ENSMUSP00000027974	0	0	0	0	0	0	0	0.666	0.666
Actb	Epc1	10090.ENSMUSP00000098066	10090.ENSMUSP00000028100	0	0	0	0	0	0.283	0.720	0.091	0.801
Actb	Itga8	10090.ENSMUSP00000098066	10090.ENSMUSP00000028106	0	0	0	0	0.046	0	0.650	0.183	0.703
Actb	Notch1	10090.ENSMUSP00000098066	10090.ENSMUSP00000028288	0	0	0	0	0.045	0.104	0	0.650	0.675
Actb	Grin1	10090.ENSMUSP00000098066	10090.ENSMUSP00000028335	0	0	0	0	0	0.248	0	0.826	0.863
Actb	Mdk	10090.ENSMUSP00000098066	10090.ENSMUSP00000028672	0	0	0	0	0	0.066	0	0.706	0.713
Actb	Jag1	10090.ENSMUSP00000098066	10090.ENSMUSP00000028735	0	0	0	0	0	0.104	0	0.527	0.558
Actb	Bmp2	10090.ENSMUSP00000098066	10090.ENSMUSP00000028836	0	0	0	0	0	0	0	0.482	0.482
Actb	Il1b	10090.ENSMUSP00000098066	10090.ENSMUSP00000028881	0	0	0	0	0.042	0	0	0.868	0.868
Actb	Il1a	10090.ENSMUSP00000098066	10090.ENSMUSP00000028882	0	0	0	0	0	0	0	0.604	0.604
Actb	Pck1	10090.ENSMUSP00000098066	10090.ENSMUSP00000029017	0	0	0	0	0.054	0	0	0.468	0.475
Actb	Mrgbp	10090.ENSMUSP00000098066	10090.ENSMUSP00000029085	0	0	0	0	0	0.170	0.720	0.097	0.771
Actb	Actl6a	10090.ENSMUSP00000098066	10090.ENSMUSP00000029214	0	0	0	0.867	0.053	0.446	0.800	0.856	0.982
Actb	Ccna2	10090.ENSMUSP00000098066	10090.ENSMUSP00000029270	0	0	0	0	0	0	0	0.703	0.703
Actb	Il2	10090.ENSMUSP00000098066	10090.ENSMUSP00000029275	0	0	0	0	0.047	0	0	0.674	0.676
Actb	Lef1	10090.ENSMUSP00000098066	10090.ENSMUSP00000029611	0	0	0	0	0	0	0	0.500	0.499
Actb	Tlr2	10090.ENSMUSP00000098066	10090.ENSMUSP00000029623	0	0	0	0	0	0.095	0	0.657	0.676
Actb	Egf	10090.ENSMUSP00000098066	10090.ENSMUSP00000029653	0	0	0	0	0	0	0	0.791	0.791
Actb	Rorc	10090.ENSMUSP00000098066	10090.ENSMUSP00000029795	0	0	0	0	0	0	0	0.620	0.620
Actb	Nfkb1	10090.ENSMUSP00000098066	10090.ENSMUSP00000029812	0	0	0	0	0	0.093	0	0.607	0.629
Actb	Ccn1	10090.ENSMUSP00000098066	10090.ENSMUSP00000029846	0	0	0	0	0.055	0.058	0	0.443	0.460
Actb	Pax7	10090.ENSMUSP00000098066	10090.ENSMUSP00000030508	0	0	0	0	0	0.051	0	0.395	0.401
Actb	Slc9a1	10090.ENSMUSP00000098066	10090.ENSMUSP00000030669	0	0	0	0	0	0	0	0.414	0.414
Actb	Smarcd3	10090.ENSMUSP00000098066	10090.ENSMUSP00000030791	0	0	0	0	0.078	0.257	0.800	0.217	0.878
Actb	Prdm16	10090.ENSMUSP00000098066	10090.ENSMUSP00000030902	0	0	0	0	0	0.074	0	0.465	0.484
Actb	Cd38	10090.ENSMUSP00000098066	10090.ENSMUSP00000030964	0	0	0	0	0	0	0	0.436	0.436
Actb	Tesc	10090.ENSMUSP00000098066	10090.ENSMUSP00000031304	0	0	0	0	0.053	0.126	0	0.397	0.458
Actb	Hnf1a	10090.ENSMUSP00000098066	10090.ENSMUSP00000031535	0	0	0	0	0	0.066	0	0.392	0.407
Actb	Cdx2	10090.ENSMUSP00000098066	10090.ENSMUSP00000031650	0	0	0	0	0	0	0	0.439	0.439
Actb	Ing3	10090.ENSMUSP00000098066	10090.ENSMUSP00000031680	0	0	0	0	0	0.239	0.720	0.120	0.796
Actb	Wasl	10090.ENSMUSP00000098066	10090.ENSMUSP00000031695	0	0	0	0	0.051	0.294	0.900	0.370	0.952
Actb	Trim24	10090.ENSMUSP00000098066	10090.ENSMUSP00000031859	0	0	0	0	0	0.060	0	0.584	0.593
Actb	Ruvbl1	10090.ENSMUSP00000098066	10090.ENSMUSP00000032165	0	0	0	0	0.055	0.357	0.720	0.293	0.863
Actb	Ret	10090.ENSMUSP00000098066	10090.ENSMUSP00000032201	0	0	0	0	0	0.050	0	0.407	0.412
Actb	Lrp6	10090.ENSMUSP00000098066	10090.ENSMUSP00000032322	0	0	0	0	0.046	0	0	0.488	0.491
Actb	Tnfrsf1a	10090.ENSMUSP00000098066	10090.ENSMUSP00000032491	0	0	0	0	0.055	0	0	0.487	0.494
Actb	Kat8	10090.ENSMUSP00000098066	10090.ENSMUSP00000033070	0	0	0	0	0.055	0.209	0.720	0.182	0.805
Actb	Ilk	10090.ENSMUSP00000098066	10090.ENSMUSP00000033182	0	0	0	0	0.058	0.093	0	0.467	0.505
Actb	Fadd	10090.ENSMUSP00000098066	10090.ENSMUSP00000033394	0	0	0	0	0.073	0.073	0	0.502	0.535
Actb	Gata1	10090.ENSMUSP00000098066	10090.ENSMUSP00000033502	0	0	0	0	0	0.052	0	0.456	0.462
Actb	Was	10090.ENSMUSP00000098066	10090.ENSMUSP00000033505	0	0	0	0	0.046	0.294	0.900	0.406	0.954
Actb	Hcfc1	10090.ENSMUSP00000098066	10090.ENSMUSP00000033761	0	0	0	0	0.073	0	0.720	0.225	0.781
Actb	Mecp2	10090.ENSMUSP00000098066	10090.ENSMUSP00000033770	0	0	0	0	0.075	0	0	0.412	0.432
Actb	Morf4l2	10090.ENSMUSP00000098066	10090.ENSMUSP00000033797	0	0	0	0	0.069	0.138	0.720	0.120	0.776
Actb	Ikbkb	10090.ENSMUSP00000098066	10090.ENSMUSP00000033939	0	0	0	0	0.077	0.090	0	0.662	0.691
Actb	Tlr3	10090.ENSMUSP00000098066	10090.ENSMUSP00000034056	0	0	0	0	0	0.095	0	0.606	0.628
Actb	Brd7	10090.ENSMUSP00000098066	10090.ENSMUSP00000034085	0	0	0	0	0	0.263	0.800	0.212	0.873
Actb	Eif2ak3	10090.ENSMUSP00000098066	10090.ENSMUSP00000034093	0	0	0	0	0	0	0	0.666	0.666
Actb	Mt3	10090.ENSMUSP00000098066	10090.ENSMUSP00000034211	0	0	0	0	0	0.510	0	0.203	0.593
Actb	Cx3cl1	10090.ENSMUSP00000098066	10090.ENSMUSP00000034230	0	0	0	0	0	0.094	0	0.393	0.427
Actb	Egln1	10090.ENSMUSP00000098066	10090.ENSMUSP00000034469	0	0	0	0	0	0	0	0.452	0.452
Actb	Ets1	10090.ENSMUSP00000098066	10090.ENSMUSP00000034534	0	0	0	0	0.049	0	0	0.397	0.402
Actb	Carm1	10090.ENSMUSP00000098066	10090.ENSMUSP00000034703	0	0	0	0	0.053	0.228	0	0.267	0.418
Actb	Anxa2	10090.ENSMUSP00000098066	10090.ENSMUSP00000034756	0	0	0	0	0.104	0.054	0	0.671	0.697
Actb	Pkm	10090.ENSMUSP00000098066	10090.ENSMUSP00000034834	0	0	0	0	0.094	0	0	0.629	0.650
Actb	Smad3	10090.ENSMUSP00000098066	10090.ENSMUSP00000034973	0	0	0	0	0.065	0.066	0	0.692	0.707
Actb	Arid4a	10090.ENSMUSP00000098066	10090.ENSMUSP00000035512	0	0	0	0	0	0.376	0	0.142	0.442
Actb	Bmpr1a	10090.ENSMUSP00000098066	10090.ENSMUSP00000035900	0	0	0	0	0.073	0.073	0	0.378	0.419
Actb	H2az1	10090.ENSMUSP00000098066	10090.ENSMUSP00000036907	0	0	0	0	0.228	0.185	0	0.353	0.558
Actb	S100a10	10090.ENSMUSP00000098066	10090.ENSMUSP00000036949	0	0	0	0	0.079	0.045	0	0.440	0.464
