#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Cd4	Cd5	10090.ENSMUSP00000024044	10090.ENSMUSP00000025571	0	0	0	0	0.174	0.264	0	0.856	0.905
Cd4	Il2ra	10090.ENSMUSP00000024044	10090.ENSMUSP00000028111	0	0	0	0	0.103	0.120	0	0.896	0.911
Cd4	Il2	10090.ENSMUSP00000024044	10090.ENSMUSP00000029275	0	0	0	0	0.048	0.094	0	0.952	0.955
Cd4	Ifng	10090.ENSMUSP00000024044	10090.ENSMUSP00000063800	0	0	0	0	0.084	0	0	0.967	0.968
Cd5	Il10	10090.ENSMUSP00000025571	10090.ENSMUSP00000016673	0	0	0	0	0.104	0	0	0.709	0.728
Cd5	Stat3	10090.ENSMUSP00000025571	10090.ENSMUSP00000120152	0	0	0	0	0.052	0	0	0.442	0.448
Cd5	Tcf7	10090.ENSMUSP00000025571	10090.ENSMUSP00000084055	0	0	0	0	0.230	0	0	0.332	0.463
Cd5	Il2	10090.ENSMUSP00000025571	10090.ENSMUSP00000029275	0	0	0	0	0.092	0	0	0.692	0.708
Cd5	Ifng	10090.ENSMUSP00000025571	10090.ENSMUSP00000063800	0	0	0	0	0.143	0	0	0.694	0.727
Cd5	Il2ra	10090.ENSMUSP00000025571	10090.ENSMUSP00000028111	0	0	0	0	0.142	0	0	0.789	0.811
Cd5	Cd6	10090.ENSMUSP00000025571	10090.ENSMUSP00000079172	0	0.046	0.125	0.568	0.563	0.264	0	0.640	0.885
Cd6	Il2ra	10090.ENSMUSP00000079172	10090.ENSMUSP00000028111	0	0	0	0	0.127	0.120	0	0.298	0.414
Cd6	Il2	10090.ENSMUSP00000079172	10090.ENSMUSP00000029275	0	0	0	0	0.085	0.094	0	0.387	0.448
Cd6	Ifng	10090.ENSMUSP00000079172	10090.ENSMUSP00000063800	0	0	0	0	0.149	0	0	0.400	0.468
Cd6	Tcf7	10090.ENSMUSP00000079172	10090.ENSMUSP00000084055	0	0	0	0	0.292	0	0	0.220	0.424
Cyp24a1	Gapdh	10090.ENSMUSP00000047954	10090.ENSMUSP00000113942	0	0	0	0	0.051	0.048	0	0.410	0.420
Cyp24a1	Cyp27b1	10090.ENSMUSP00000047954	10090.ENSMUSP00000130005	0	0	0.138	0.801	0.104	0.093	0.900	0.216	0.935
Cyp27b1	Il10	10090.ENSMUSP00000130005	10090.ENSMUSP00000016673	0	0	0	0	0.047	0	0	0.440	0.443
Cyp27b1	Ifng	10090.ENSMUSP00000130005	10090.ENSMUSP00000063800	0	0	0	0	0	0	0	0.458	0.457
Cyp27b1	Gapdh	10090.ENSMUSP00000130005	10090.ENSMUSP00000113942	0	0	0	0	0.051	0.048	0	0.390	0.401
Gapdh	Il10	10090.ENSMUSP00000113942	10090.ENSMUSP00000016673	0	0	0	0	0	0	0	0.798	0.798
Gapdh	Gart	10090.ENSMUSP00000113942	10090.ENSMUSP00000023684	0.059	0	0	0	0.057	0	0	0.556	0.572
Gapdh	Rela	10090.ENSMUSP00000113942	10090.ENSMUSP00000025867	0	0	0	0	0.042	0.070	0	0.675	0.685
Gapdh	Il2ra	10090.ENSMUSP00000113942	10090.ENSMUSP00000028111	0	0	0	0	0	0	0	0.484	0.483
Gapdh	Il2	10090.ENSMUSP00000113942	10090.ENSMUSP00000029275	0.062	0	0	0	0.077	0	0	0.810	0.822
Gapdh	Ifnb1	10090.ENSMUSP00000113942	10090.ENSMUSP00000056720	0	0	0	0	0	0	0	0.710	0.710
Gapdh	Ifng	10090.ENSMUSP00000113942	10090.ENSMUSP00000063800	0	0	0	0	0	0	0	0.809	0.809
Gapdh	Pxdn	10090.ENSMUSP00000113942	10090.ENSMUSP00000113703	0	0	0	0	0	0	0	0.933	0.933
Gapdh	Stat3	10090.ENSMUSP00000113942	10090.ENSMUSP00000120152	0	0	0	0	0.060	0	0	0.808	0.811
Gapdh	Tbp	10090.ENSMUSP00000113942	10090.ENSMUSP00000124317	0	0	0	0	0.348	0	0	0.781	0.851
Gart	Rgs16	10090.ENSMUSP00000023684	10090.ENSMUSP00000027748	0	0	0	0	0	0	0	0.455	0.455
Gart	Il2	10090.ENSMUSP00000023684	10090.ENSMUSP00000029275	0.284	0	0	0	0.090	0	0	0.424	0.592
Ifnb1	Il10	10090.ENSMUSP00000056720	10090.ENSMUSP00000016673	0	0	0	0	0.127	0	0	0.822	0.838
Ifnb1	Rela	10090.ENSMUSP00000056720	10090.ENSMUSP00000025867	0	0	0	0	0	0	0.650	0.604	0.855
Ifnb1	Il2ra	10090.ENSMUSP00000056720	10090.ENSMUSP00000028111	0	0	0	0	0.053	0	0.650	0.440	0.798
Ifnb1	Il2	10090.ENSMUSP00000056720	10090.ENSMUSP00000029275	0	0	0	0	0	0	0	0.732	0.732
Ifnb1	Pxdn	10090.ENSMUSP00000056720	10090.ENSMUSP00000113703	0	0	0	0	0.054	0	0	0.515	0.521
Ifnb1	Stat3	10090.ENSMUSP00000056720	10090.ENSMUSP00000120152	0	0	0	0	0.095	0	0	0.671	0.690
Ifnb1	Ifng	10090.ENSMUSP00000056720	10090.ENSMUSP00000063800	0	0	0	0	0.126	0	0	0.884	0.894
Ifnb1	Tyk2	10090.ENSMUSP00000056720	10090.ENSMUSP00000150354	0	0	0	0	0.054	0	0.500	0.921	0.959
Ifng	Il10	10090.ENSMUSP00000063800	10090.ENSMUSP00000016673	0	0	0	0	0.587	0	0	0.967	0.986
Ifng	Tnfrsf25	10090.ENSMUSP00000063800	10090.ENSMUSP00000025706	0	0	0	0	0.043	0	0	0.540	0.541
Ifng	Rela	10090.ENSMUSP00000063800	10090.ENSMUSP00000025867	0	0	0	0	0	0	0	0.647	0.647
Ifng	Il2ra	10090.ENSMUSP00000063800	10090.ENSMUSP00000028111	0	0	0	0	0.378	0	0.650	0.844	0.963
Ifng	Il2	10090.ENSMUSP00000063800	10090.ENSMUSP00000029275	0	0	0	0	0.305	0	0	0.962	0.972
Ifng	Tbp	10090.ENSMUSP00000063800	10090.ENSMUSP00000124317	0	0	0	0	0	0	0	0.402	0.402
Ifng	Tcf7	10090.ENSMUSP00000063800	10090.ENSMUSP00000084055	0	0	0	0	0.061	0	0	0.554	0.563
Ifng	Pxdn	10090.ENSMUSP00000063800	10090.ENSMUSP00000113703	0	0	0	0	0.092	0	0	0.788	0.799
Ifng	Tyk2	10090.ENSMUSP00000063800	10090.ENSMUSP00000150354	0	0	0	0	0.055	0	0	0.829	0.832
Ifng	Stat3	10090.ENSMUSP00000063800	10090.ENSMUSP00000120152	0	0	0	0	0.064	0.066	0	0.867	0.873
Il10	Tnfrsf25	10090.ENSMUSP00000016673	10090.ENSMUSP00000025706	0	0	0	0	0	0	0	0.435	0.435
Il10	Rela	10090.ENSMUSP00000016673	10090.ENSMUSP00000025867	0	0	0	0	0	0	0	0.620	0.620
Il10	Pxdn	10090.ENSMUSP00000016673	10090.ENSMUSP00000113703	0	0	0	0	0	0	0	0.751	0.751
Il10	Tyk2	10090.ENSMUSP00000016673	10090.ENSMUSP00000150354	0	0	0	0	0.053	0	0	0.868	0.869
Il10	Stat3	10090.ENSMUSP00000016673	10090.ENSMUSP00000120152	0	0	0	0	0.057	0.293	0	0.880	0.913
Il10	Il2	10090.ENSMUSP00000016673	10090.ENSMUSP00000029275	0	0	0	0	0.079	0	0	0.941	0.944
Il10	Il2ra	10090.ENSMUSP00000016673	10090.ENSMUSP00000028111	0	0	0	0	0.215	0	0.650	0.845	0.953
Il2	Tnfrsf25	10090.ENSMUSP00000029275	10090.ENSMUSP00000025706	0	0	0	0	0.043	0	0	0.491	0.492
Il2	Rela	10090.ENSMUSP00000029275	10090.ENSMUSP00000025867	0	0	0	0	0	0.168	0	0.692	0.733
Il2	Il2ra	10090.ENSMUSP00000029275	10090.ENSMUSP00000028111	0	0	0	0	0.081	0.823	0.900	0.997	0.999
Il2	Tcf7	10090.ENSMUSP00000029275	10090.ENSMUSP00000084055	0	0	0	0	0	0	0	0.534	0.534
Il2	Tyk2	10090.ENSMUSP00000029275	10090.ENSMUSP00000150354	0	0	0	0	0	0	0	0.580	0.580
Il2	Pxdn	10090.ENSMUSP00000029275	10090.ENSMUSP00000113703	0	0	0	0	0	0	0	0.664	0.664
Il2	Stat3	10090.ENSMUSP00000029275	10090.ENSMUSP00000120152	0	0	0	0	0.054	0	0	0.761	0.764
Il2ra	Tnfrsf25	10090.ENSMUSP00000028111	10090.ENSMUSP00000025706	0	0	0	0	0.043	0	0	0.441	0.442
Il2ra	Tcf7	10090.ENSMUSP00000028111	10090.ENSMUSP00000084055	0	0	0	0	0.065	0	0	0.501	0.514
Il2ra	Stat3	10090.ENSMUSP00000028111	10090.ENSMUSP00000120152	0	0	0	0	0.055	0.123	0	0.606	0.645
Il2ra	Tyk2	10090.ENSMUSP00000028111	10090.ENSMUSP00000150354	0	0	0	0	0.058	0	0.650	0.401	0.785
Pxdn	Rela	10090.ENSMUSP00000113703	10090.ENSMUSP00000025867	0	0	0	0	0	0	0	0.609	0.609
Pxdn	Tbp	10090.ENSMUSP00000113703	10090.ENSMUSP00000124317	0	0	0	0	0	0	0	0.545	0.545
Pxdn	Stat3	10090.ENSMUSP00000113703	10090.ENSMUSP00000120152	0	0	0	0	0	0	0	0.755	0.755
Rela	Tyk2	10090.ENSMUSP00000025867	10090.ENSMUSP00000150354	0	0	0	0	0.137	0.098	0	0.321	0.426
Rela	Tbp	10090.ENSMUSP00000025867	10090.ENSMUSP00000124317	0	0	0	0	0.043	0.267	0	0.443	0.575
Rela	Stat3	10090.ENSMUSP00000025867	10090.ENSMUSP00000120152	0	0	0	0	0.153	0.495	0	0.981	0.991
Rgs14	Rgs16	10090.ENSMUSP00000068731	10090.ENSMUSP00000027748	0	0	0	0.768	0	0	0.500	0.118	0.540
Stat3	Tcf7	10090.ENSMUSP00000120152	10090.ENSMUSP00000084055	0	0	0	0	0.053	0.053	0	0.422	0.437
Stat3	Tyk2	10090.ENSMUSP00000120152	10090.ENSMUSP00000150354	0	0	0	0	0.100	0.302	0.900	0.929	0.994
